[eBible.org] *[tbc1999eb]  	(2.21)  	- Takia NT
[eBible.org] *[tbgA1986eb]  	(2.21)  	- North Tairora Arau Bible
[eBible.org] *[tbgN2009eb]  	(2.21)  	- North Tairora NT
[eBible.org] *[tbl2007eb]  	(3.0)  	- New Testament in Tboli (RP:tbl:Tboli)
[eBible.org] *[tbo2014eb]  	(2.21)  	- Tawala NT
[eBible.org] *[tbz2001eb]  	(2.21)  	- Ditammari Bible
[eBible.org] *[tca2008eb]  	(2.22)  	- Ticuna NT
[eBible.org] *[tee1976eb]  	(2.22)  	- Huehuetla Tepehua NT
[eBible.org] *[tew2012eb]  	(2.21)  	- Tewa NT
[eBible.org] *[tfr2008eb]  	(2.22)  	- Teribe Bible
[eBible.org] *[tgk2014eb]  	(2.21)  	- Tajik Bible
[eBible.org] *[tgp2010eb]  	(2.21)  	- Tangoa NT
[eBible.org] *[thaKJV2003eb]  	(2.24)  	- Thai KJV Bible
[eBible.org] *[tim1987eb]  	(2.20)  	- Timbe NT
[eBible.org] *[tiy2002eb]  	(2.20)  	- Tiruray NT
[eBible.org] *[tku1999eb]  	(2.21)  	- Upper Necaxa Totonac
[eBible.org] *[tlf1988eb]  	(2.20)  	- Telefol NT
[eBible.org] *[tna2009eb]  	(2.21)  	- Tacana NT
[eBible.org] *[tnc2013eb]  	(2.20)  	- Tanimuca-Retuarã NT portions
[eBible.org] *[tnk2013eb]  	(2.20)  	- Kwamera NT
[eBible.org] *[tnn2010eb]  	(2.20)  	- North Tanna NT
[eBible.org] *[tnp2014eb]  	(2.20)  	- Whitesands NT
[eBible.org] *[toc2006eb]  	(2.21)  	- Coyutla Totonac NT
[eBible.org] *[toj1972eb]  	(2.21)  	- Tojolabal NT
[eBible.org] *[ton2014eb]  	(2.20)  	- Revised West Version
[eBible.org] *[too1978eb]  	(2.21)  	- Xicotepec De Juárez Totonac NT
[eBible.org] *[top1979eb]  	(2.21)  	- Papantla Totonac NT
[eBible.org] *[tos2009eb]  	(2.21)  	- Highland Totonac NT
[eBible.org] *[tpa2010eb]  	(2.20)  	- Taupota Mark
[eBible.org] *[tpi2008eb]  	(2.20)  	- Tok Pisin Bible with Deuterocanon
[eBible.org] *[tpiP2008eb]  	(2.21)  	- Tok Pisin Bible
[eBible.org] *[tpt2004eb]  	(2.21)  	- Tlachichilco Tepehua NT
[eBible.org] *[tpz2004eb]  	(2.20)  	- Tinputz Vasui NT
[eBible.org] *[trc1987eb]  	(2.21)  	- Copala Triqui NT
[eBible.org] *[tsw2011eb]  	(2.21)  	- Tsishingini NT
[eBible.org] *[ttc2003eb]  	(2.21)  	- Tektiteko NT
[eBible.org] *[tte2003eb]  	(2.20)  	- Bwanabwana NT
[eBible.org] *[tucO2011eb]  	(2.20)  	- Saveeng Oov Bible
[eBible.org] *[tucT2011eb]  	(2.20)  	- Saveeng Tuam Bible
[eBible.org] *[tue2011eb]  	(2.20)  	- Tuyuca NT
[eBible.org] *[tuf2011eb]  	(2.20)  	- Central Tunebo NT
[eBible.org] *[tuo2009eb]  	(5.6)  	- Tucano NT
[eBible.org] *[tvk2011eb]  	(2.19)  	- Southeast Ambrym Bible
[eBible.org] *[tzj2010eb]  	(2.21)  	- Western Tz'utujil NT
[eBible.org] *[tzjE2010eb]  	(2.21)  	- Eastern Tz'utujil NT
[eBible.org] *[tzoH1995eb]  	(2.21)  	- Tzotzil Huixtan NT
[eBible.org] *[tzoSA1983eb]  	(2.21)  	- Tzotzil San Andres NT
[eBible.org] *[tzoZ2009eb]  	(2.21)  	- Tzotzil Zinacantan NT
[eBible.org] *[ubr2011eb]  	(2.20)  	- Ubir Bible
[eBible.org] *[ubuA1998eb]  	(2.20)  	- Umbu-Ungu Andelale NT
[eBible.org] *[ubuK1995eb]  	(2.20)  	- Umbu-Ungu Kala NT
[eBible.org] *[ubuN1995eb]  	(2.20)  	- Umbu-Ungu No Penge NT
[eBible.org] *[udu2005eb]  	(2.20)  	- Uduk Bible
[eBible.org] *[ura2008eb]  	(2.21)  	- Urarina NT
[eBible.org] *[usa1980eb]  	(2.20)  	- Usarufa Bible
[eBible.org] *[usp2010eb]  	(2.21)  	- Uspanteko NT
[eBible.org] *[uvl2009eb]  	(2.20)  	- Lote NT
[eBible.org] *[vid2014eb]  	(2.20)  	- Vidunda NT
[eBible.org] *[viv2003eb]  	(2.20)  	- Iduna NT
[eBible.org] *[vmy2009eb]  	(3.0)  	- New Testament in Mazateco, Ayautla (MX:vmy:Mazatec, Ayautla)
[eBible.org] *[waj1975eb]  	(2.20)  	- Waffa NT
[eBible.org] *[wal2004eb]  	(2.20)  	- Wolaytta Bible
[eBible.org] *[wap2012eb]  	(2.21)  	- Wapishana NT
[eBible.org] *[wat2016eb]  	(3.1)  	- Kaninuwa Bible
[eBible.org] *[wedT2010eb]  	(2.20)  	- Wedau Topura Mark
[eBible.org] *[wedW2010eb]  	(3.8)  	- Wedau Mark
[eBible.org] *[wer1984eb]  	(2.20)  	- Weri NT
[eBible.org] *[wiu1992eb]  	(2.20)  	- Witu NT
[eBible.org] *[wmw2013eb]  	(2.20)  	- Mwani NT
[eBible.org] *[wnc2001eb]  	(2.20)  	- Wantoat NT
[eBible.org] *[wnu2001eb]  	(2.20)  	- Usan NT
[eBible.org] *[wos1997eb]  	(2.20)  	- Hanga Hundi Bible
[eBible.org] *[wrs2002eb]  	(2.20)  	- Waris Bible
[eBible.org] *[wsk2014eb]  	(2.20)  	- Waskia Bible
[eBible.org] *[wuv2004eb]  	(2.20)  	- Wuvalu-Aua NT
[eBible.org] *[xbiW2000eb]  	(2.20)  	- Kombio Wampukuamp Bible
[eBible.org] *[xbiY2002eb]  	(2.20)  	- Kombio Yanimoi Bible
[eBible.org] *[xed2013eb]  	(2.20)  	- Hdi NT
[eBible.org] *[xla2005eb]  	(2.20)  	- Kamula Bible
[eBible.org] *[xon2014eb]  	(2.20)  	- Konkomba
[eBible.org] *[xsi1995eb]  	(2.20)  	- Sio NT & Psalms
[eBible.org] *[xtd2001eb]  	(2.21)  	- Diuxi-tilantongo Mixtec NT
[eBible.org] *[xtm2013eb]  	(2.21)  	- Magdalena Peñasco Mixtec Bible
[eBible.org] *[yaa2008eb]  	(2.21)  	- Yaminahua NT
[eBible.org] *[yad2008eb]  	(2.21)  	- Yagua NT
[eBible.org] *[yal2012eb]  	(2.20)  	- Yalunka Bible
[eBible.org] *[yaq2003eb]  	(2.21)  	- Yaqui NT
[eBible.org] *[yby2011eb]  	(2.20)  	- Yaweyuha NT
[eBible.org] *[ycn2011eb]  	(2.20)  	- Yucuna NT
[eBible.org] *[yka1984eb]  	(2.20)  	- Yakan Bible
[eBible.org] *[yle1998eb]  	(2.20)  	- Rossel NT
[eBible.org] *[yml1988eb]  	(2.20)  	- Iamalele NT
[eBible.org] *[yon2003eb]  	(2.19)  	- Yongkom Bible
[eBible.org] *[yrb1987eb]  	(2.19)  	- Yareba NT
[eBible.org] *[yre1999eb]  	(2.21)  	- Yaouré NT
[eBible.org] *[yssYAM2004eb]  	(2.20)  	- Yessan-Mayo Yamano NT
[eBible.org] *[yssYAW1996eb]  	(2.20)  	- Yessan-Mayo Yawu NT
[eBible.org] *[yuj1994eb]  	(2.20)  	- Karkar-Yuri NT
[eBible.org] *[yut2010eb]  	(2.20)  	- Yopno NT & Psalms
[eBible.org] *[yuw1997eb]  	(2.20)  	- Yau NT
[eBible.org] *[yva2011eb]  	(2.21)  	- Yawa NT
[eBible.org] *[zaa1970eb]  	(2.21)  	- Sierra de Juárez Zapotec NT
[eBible.org] *[zab1995eb]  	(2.21)  	- San Juan Guelavía Zapotec
[eBible.org] *[zac1983eb]  	(2.21)  	- Ocotlán Zapotec
[eBible.org] *[zad2011eb]  	(2.21)  	- Cajonos Zapotec NT
[eBible.org] *[zai1988eb]  	(2.21)  	- Isthmus Zapotec NT
[eBible.org] *[zam1971eb]  	(2.21)  	- Miahuatlán Zapotec NT
[eBible.org] *[zao2007eb]  	(2.21)  	- Ozolotepec Zapotec NT
[eBible.org] *[zap2010eb]  	(2.21)  	- Santa María Quiegolani Zapotec NT
[eBible.org] *[zar2009eb]  	(2.21)  	- Rincón Zapotec NT
[eBible.org] *[zas2010eb]  	(2.21)  	- Santo Domingo Albarradas Zapotec NT
[eBible.org] *[zat1981eb]  	(2.21)  	- Tabaa Zapotec NT & Psalms
[eBible.org] *[zav1971eb]  	(2.21)  	- Yatzachi Zapotec NT
[eBible.org] *[zaw2006eb]  	(2.21)  	- Mitla Zapotec NT
[eBible.org] *[zca2013eb]  	(2.21)  	- Coatecas Altas Zapotec
[eBible.org] *[zia1982eb]  	(2.21)  	- Zia NT
[eBible.org] *[zos1978eb]  	(3.0)  	- Francisco León Zoque NT
[eBible.org] *[zpc1986eb]  	(3.0)  	- New Testament in Zapotec, Choapan (MX:zpc:Zapotec, Choapan)
[eBible.org] *[zpl2010eb]  	(2.21)  	- Lachixío Zapotec NT
[eBible.org] *[zpm1998eb]  	(2.21)  	- Mixtepec Zapotec NT
[eBible.org] *[zpo2009eb]  	(2.21)  	- Amatlán Zapotec NT
[eBible.org] *[zpq1987eb]  	(2.21)  	- Zoogocho Zapotec NT
[eBible.org] *[zpu2000eb]  	(2.21)  	- Yalálag Zapotec NT
[eBible.org] *[zpv1990eb]  	(2.21)  	- New Testament in Zapotec, Chichicapan (MX:zpv:Zapotec, Chichicapan)
[eBible.org] *[zpz2004eb]  	(2.21)  	- Texmelucan Zapotec Bible
[eBible.org] *[zsr1992eb]  	(2.21)  	- Southern Rincon Zapotec NT
[eBible.org] *[ztq2009eb]  	(2.21)  	- New Testament in Zapotec, Quioquitani-Quierí (MX:ztq:Zapotec, Quioquitani-Quierí)
[eBible.org] *[zty2002eb]  	(2.21)  	- Yatee Zapotec NT & Psalms
[eBible.org] *[zyp2010eb]  	(2.21)  	- Zyphe Chin NT
